N,P,K,temperature,humidity,ph,rainfall,label
71.8,42.1,38.0,25.98,81.01,6.58,205.31,Jute
72.1,49.5,38.1,27.8,80.84,6.31,156.12,Jute
72.9,50.8,29.9,25.41,76.86,6.83,189.7,Jute
91.7,50.5,43.0,23.2,79.62,7.17,163.15,Jute
65.3,45.6,41.3,23.73,85.71,6.51,159.66,Jute
71.3,31.4,39.0,25.11,75.7,6.32,204.88,Jute
72.4,39.7,46.4,23.65,71.79,6.77,161.06,Jute
77.8,58.4,33.1,22.69,81.42,6.17,181.76,Jute
75.3,48.5,37.0,27.3,79.16,6.44,178.69,Jute
63.1,44.4,35.7,23.81,76.76,7.19,148.03,Jute
74.0,55.9,38.6,25.18,82.21,6.72,198.95,Jute
77.0,38.0,40.3,25.49,82.96,5.95,188.81,Jute
71.7,45.2,42.2,23.72,70.77,5.98,125.14,Jute
84.9,48.1,38.3,27.8,76.99,6.76,181.74,Jute
87.2,43.5,35.6,22.67,88.87,7.04,155.48,Jute
77.2,47.8,48.4,25.42,81.93,6.05,202.23,Jute
80.3,45.5,52.1,25.39,82.3,6.88,138.67,Jute
97.4,28.0,27.3,25.14,66.26,7.18,109.48,Coffee
104.6,32.7,31.3,25.42,51.8,7.1,179.86,Coffee
101.5,18.6,27.5,25.66,63.49,6.28,168.54,Coffee
108.6,29.2,28.8,27.87,51.31,7.07,152.53,Coffee
85.8,31.6,22.7,23.63,61.91,6.95,169.35,Coffee
117.5,25.7,35.7,23.38,68.21,7.04,138.54,Coffee
106.3,29.4,32.6,28.59,57.84,7.0,159.55,Coffee
114.6,25.9,34.0,24.34,57.62,6.98,174.0,Coffee
109.7,25.4,36.5,22.34,61.95,7.88,96.21,Coffee
100.9,27.0,25.9,24.29,57.25,6.77,149.16,Coffee
88.2,25.4,28.2,24.67,67.99,7.17,157.65,Coffee
95.4,32.4,20.5,29.39,59.86,6.61,154.17,Coffee
116.9,25.3,45.7,27.81,57.3,7.12,187.24,Coffee
114.9,24.5,29.3,28.37,56.2,7.18,135.62,Coffee
94.8,37.8,35.2,27.55,54.24,6.95,145.68,Coffee
72.8,33.8,23.8,27.87,55.76,7.47,119.78,Coffee
98.9,19.7,35.0,23.78,57.15,6.45,188.31,Coffee
98.1,25.2,39.3,25.0,56.46,6.61,153.17,Coffee
98.5,30.2,29.7,23.03,55.61,6.88,149.33,Coffee
106.3,30.6,24.9,24.97,69.39,7.15,157.05,Coffee
109.8,21.5,29.3,27.21,53.75,6.87,170.82,Coffee
110.9,34.8,18.9,25.84,59.63,7.31,165.05,Coffee
105.5,33.1,29.8,28.78,61.86,6.54,211.06,Coffee
83.0,31.4,34.1,22.65,62.05,6.34,167.18,Coffee
97.6,35.8,29.8,26.75,58.61,6.92,148.8,Coffee
124.0,31.3,28.6,22.38,57.7,6.77,146.87,Coffee
104.7,31.2,32.6,25.74,61.16,7.02,150.24,Coffee
104.7,36.8,33.0,27.35,60.23,6.79,128.06,Coffee
104.6,34.5,21.7,24.96,57.61,6.66,158.9,Coffee
105.2,24.8,30.4,26.88,51.09,6.77,173.77,Coffee
77.2,32.2,42.2,23.1,56.56,6.81,145.83,Coffee
98.6,25.7,23.3,21.34,53.17,6.68,141.95,Coffee
100.6,31.5,29.6,26.89,55.56,6.72,188.42,Coffee
113.8,31.4,39.7,29.86,59.07,6.64,129.57,Coffee
101.5,22.1,35.5,23.01,60.69,7.14,116.74,Coffee
84.5,28.4,27.4,28.56,67.8,6.88,135.04,Coffee
105.3,30.3,31.0,25.61,56.21,7.7,127.29,Coffee
93.0,26.8,30.0,22.16,62.77,6.86,165.82,Coffee
88.8,30.6,26.3,22.67,60.43,6.58,150.89,Coffee
92.7,33.0,29.6,25.54,65.38,7.87,153.71,Coffee
106.4,28.8,28.6,24.49,61.78,6.97,181.16,Coffee
113.6,30.1,30.6,22.22,53.86,7.2,144.27,Coffee
105.8,35.9,26.3,21.26,50.28,7.04,173.6,Coffee
107.3,31.4,23.6,23.38,60.46,7.05,188.33,Coffee
105.7,30.0,29.8,25.98,56.26,7.01,148.99,Coffee
102.0,24.2,38.6,25.48,54.0,6.36,172.84,Coffee
108.0,32.4,30.4,24.25,52.56,6.95,153.26,Coffee
76.8,30.7,28.3,26.0,59.7,6.27,176.58,Coffee
102.1,35.4,33.8,28.1,66.44,6.73,126.67,Coffee
90.6,29.2,29.2,26.49,56.86,6.51,125.19,Coffee
112.6,19.9,39.3,25.2,61.85,6.94,150.27,Coffee
99.5,20.5,30.0,27.82,58.39,6.93,140.32,Coffee
101.3,32.7,33.5,23.1,52.45,6.99,147.77,Coffee
85.9,26.1,26.2,24.94,62.57,6.91,153.71,Coffee
111.2,31.2,32.5,25.0,53.43,6.56,172.5,Coffee
107.3,29.6,31.4,22.41,59.01,6.7,149.95,Coffee
106.6,28.2,29.7,24.45,57.19,7.17,141.62,Coffee
92.9,28.5,27.5,20.31,63.37,7.23,151.07,Coffee
93.3,24.7,26.8,30.28,53.61,6.34,142.72,Coffee
103.2,28.9,31.4,23.16,60.85,6.19,139.42,Coffee
94.1,26.1,33.1,29.47,54.7,6.51,125.84,Coffee
105.3,27.1,29.4,25.6,56.34,7.22,159.49,Coffee
79.4,27.4,31.4,26.91,40.72,7.29,146.73,Coffee
96.1,27.9,29.8,24.28,69.36,6.43,177.43,Coffee
119.0,33.6,30.5,26.02,61.65,6.92,129.15,Coffee
105.4,28.4,29.0,27.13,55.06,7.53,147.26,Coffee
102.7,34.1,30.1,27.16,53.28,6.97,194.36,Coffee
120.9,36.7,43.5,27.44,56.42,7.37,139.31,Coffee
77.6,33.3,31.6,24.58,62.48,7.2,153.37,Coffee
92.8,31.7,33.2,24.3,49.44,6.44,133.78,Coffee
97.0,30.6,32.2,21.51,58.19,6.72,131.13,Coffee
109.6,33.3,28.7,26.81,67.75,6.81,189.05,Coffee
109.8,29.4,36.5,28.21,53.23,6.84,161.52,Coffee
92.3,33.9,28.5,29.54,59.3,7.17,160.77,Coffee
111.0,32.1,35.3,26.26,69.92,6.96,124.17,Coffee
97.0,27.2,28.3,23.58,62.06,5.63,165.27,Coffee
113.1,33.5,25.2,21.26,59.53,6.27,181.25,Coffee
90.7,29.5,31.8,28.1,61.43,5.93,181.09,Coffee
99.8,28.5,24.5,21.01,56.9,6.87,171.47,Coffee
96.1,26.6,32.7,24.65,65.4,6.9,135.51,Coffee
111.6,29.8,24.0,24.94,56.9,6.91,164.36,Coffee
95.8,34.0,28.4,25.33,49.1,6.42,171.45,Coffee
100.6,33.4,22.8,25.59,56.94,7.07,122.21,Coffee
106.1,30.8,44.1,25.85,54.07,7.09,135.67,Coffee
106.5,32.0,21.7,19.46,57.49,6.3,175.86,Coffee
109.9,35.4,30.0,25.54,57.6,6.21,175.62,Coffee
103.1,28.3,35.7,19.93,64.89,6.8,127.13,Coffee
96.8,23.4,35.2,27.33,62.38,7.52,174.0,Coffee
97.5,35.5,34.3,24.11,60.22,7.48,160.01,Coffee
101.3,26.4,28.4,20.11,58.89,7.03,173.72,Coffee
103.5,25.5,36.8,23.46,53.61,6.51,145.41,Coffee
99.5,20.0,34.6,24.07,47.99,7.15,171.0,Coffee
101.2,31.9,31.1,28.48,59.47,6.62,174.98,Coffee
85.8,20.9,31.2,25.99,62.87,6.49,151.07,Coffee
107.7,25.2,28.5,26.36,58.36,5.94,158.46,Coffee
102.8,31.9,25.5,28.45,56.23,6.84,145.13,Coffee
111.0,32.6,36.2,25.26,61.22,6.55,191.13,Coffee
101.0,25.7,36.6,27.39,58.48,6.84,155.69,Coffee
83.6,28.3,25.6,27.21,67.33,5.88,139.66,Coffee
97.4,24.6,29.2,22.28,65.06,6.87,143.78,Coffee
